Particulars,Q1 2064,Q2 2064,Q3 2064,Q4 2064,Q1 2065,Q2 2065,Q3 2065,Q4 2065,Q1 2066,Q2 2066,Q3 2066,Q4 2066,Q1 2067,Q2 2067,Q3 2067,Q4 2067,Q1 2068,Q2 2068,Q3 2068,Q4 2068,Q1 2069,Q2 2069,Q3 2069,Q4 2069,Q1 2070,Q2 2070,Q3 2070,Q4 2070,Q1 2071,Q2 2071,Q3 2071,Q4 2071,Q1 2072,Q2 2072,Q3 2072,Q4 2072,Q1 2073,Q2 2073,Q3 2073,Q4 2073,Q1 2074,Q2 2074,Q3 2074,Q4 2074,Q1 2075,Q2 2075,Q3 2075,Q4 2075,Q1 2076,Q2 2076,Q3 2076,Q4 2076,Q1 2077,Q2 2077,Q3 2077,Q4 2077,Q1 2078,Q2 2078,Q3 2078,Q4 2078,Q1 2079,Q2 2079,Q3 2079,Q4 2079,Q1 2080,Q2 2080,Q3 2080,Q4 2080,Bank
credit to deposit ratio,,,,,,,,,,,,73.55,71.52,66.08,67.41,70.52,68.18,65.74,65.47,68.72,73.09,80.05,76.57,79.89,75.18,74.67,76.64,76.4,75.23,78.17,79.84,77.97,79.11,74.82,76.86,74.49,76.57,79.51,79.32,72.09,75.0,76.37,77.03,,74.38,75.42,77.77,75.58,74.38,78.58,77.6,,63.2,66.33,70.89,76.98,74.86,95.08,95.06,95.35,86.86,84.57,87.35,81.37,,,,,SBI Bank
debt ratio,,,,,,,,,,4.27,7.74,4.17,0.28,,0.3,0.82,,,,,,3.0,,0.01,,,0.05,0.01,,1.12,,0.05,,0.64,4.53,3.33,5.34,6.89,8.86,4.8,5.32,5.35,4.18,,2.65,2.22,2.27,,,,,,,,,,,,,,,,,,,,,,SBI Bank
interest income to assets ratio,,,,,,,,,,1.42,2.83,4.33,5.87,1.55,3.17,4.87,6.74,1.72,3.18,4.76,6.49,1.78,3.48,5.12,6.34,1.63,3.25,5.14,6.51,1.52,2.94,4.57,6.45,1.54,2.74,3.85,5.08,1.37,2.53,4.0,5.93,1.96,4.1,,8.79,2.33,4.58,2.34,2.67,2.33,2.26,,2.33,1.8,1.55,1.54,1.73,1.7,1.84,2.15,2.61,2.45,2.52,2.58,,,,,SBI Bank
interest income margin,,,,,,,,,,0.52,1.04,1.6,2.11,0.45,0.92,1.51,2.19,0.49,0.86,1.23,1.72,0.63,1.3,1.99,2.51,0.64,1.33,2.18,2.86,0.75,1.5,2.41,3.45,0.9,1.63,2.32,3.08,0.82,1.5,2.18,2.93,0.85,1.82,,3.99,0.94,1.88,0.98,1.18,0.85,0.85,,0.84,0.44,0.44,0.57,0.66,0.6,0.59,0.76,1.02,0.8,0.82,0.82,,,,,SBI Bank
return on investment,,,,,,,,,,0.26,0.59,0.84,1.03,0.22,0.46,0.7,1.01,0.19,0.37,0.56,0.82,0.28,0.65,0.92,1.2,0.36,0.73,1.15,1.51,0.41,0.83,1.33,1.8,0.48,0.89,1.27,1.7,0.42,0.78,1.1,1.54,0.41,0.88,,1.9,0.43,0.88,0.48,0.6,0.36,0.45,,0.07,0.15,0.24,0.28,0.06,0.27,0.29,0.49,0.23,0.39,0.33,0.35,,,,,SBI Bank
commission to operating income,,,,,,,,,,10.46,10.25,11.56,11.9,19.41,19.12,18.27,17.39,17.86,18.38,19.6,17.08,14.64,13.95,14.51,14.28,18.23,15.41,14.2,13.4,17.74,16.9,16.29,12.09,13.92,14.84,17.94,13.96,12.9,11.53,15.55,12.41,19.27,17.65,,8.54,16.52,15.74,15.11,13.23,16.4,16.62,,12.12,23.25,24.6,26.21,21.19,26.04,29.64,18.77,13.44,17.89,17.04,15.55,,,,,SBI Bank
staff expense to income ratio,,,,,,,,,,14.32,12.92,11.74,11.89,16.65,14.76,17.35,17.97,22.56,21.05,20.16,19.34,16.55,14.77,19.51,18.96,21.37,19.61,19.03,18.53,19.43,17.83,18.84,19.62,22.24,20.18,18.87,17.05,20.18,17.07,19.08,19.29,26.89,26.41,,19.29,29.18,26.43,26.38,31.48,32.26,26.2,,52.15,45.46,36.86,30.9,36.67,32.67,30.76,26.79,32.81,26.73,25.21,24.22,,,,,SBI Bank
net profit margin,,,,,,,,,,36.32,41.3,38.88,36.48,33.75,34.22,32.4,32.69,27.06,29.26,29.93,31.82,32.36,36.89,34.26,35.32,39.44,39.92,38.79,38.61,38.98,39.63,39.94,37.85,39.59,40.3,39.92,39.92,37.52,38.25,36.49,37.56,37.56,37.65,,36.66,35.54,36.85,39.34,40.97,32.64,40.68,,7.06,23.03,34.83,31.25,6.63,31.38,31.41,49.02,18.2,37.13,31.26,34.57,,,,,SBI Bank
income tax portion of operating profit,,,,,,,,,,41.42,,,,,,,,,,,,44.91,13.4,,,25.66,,,,19.7,,,,31.21,,,,20.83,,,,,,,0.02,,,0.02,,,,,,,,,,,,,,,,,,,,,SBI Bank
loan to deposit ratio,,,,,,,,,,54.53,63.8,56.64,51.67,48.92,50.06,52.83,50.37,45.79,44.98,47.91,49.01,54.11,51.93,53.2,48.86,53.31,57.27,65.31,64.74,67.57,68.01,72.57,77.44,73.87,71.66,72.86,72.17,76.14,77.12,72.29,77.27,78.8,83.87,,88.67,89.76,93.12,90.86,90.67,96.12,94.7,,85.67,82.09,91.2,101.84,95.63,101.91,101.32,99.6,92.52,92.24,94.16,89.55,,,,,SBI Bank
reserves,,,,,,,225932.0,277366.0,331759.0,395248.0,455211.0,347686.0,421957.0,500335.0,432864.0,532621.0,611440.0,597320.0,463331.0,518180.0,700386.0,719557.0,813746.0,844340.0,1054516.0,1155814.0,930663.0,1049024.0,1480114.0,1118871.0,1302547.0,1524141.0,1732962.0,1494341.0,1811431.0,2112387.0,3230142.0,3620428.0,2515712.0,2935986.0,3406452.0,3786348.0,4271892.0,3790210.0,4471086.0,5783190.0,5329873.0,4092931.26,4485440.235,4238588.132,3930449.06,4897686.088,5316694.335,5743470.74,7487124.283,8126971.148,8112231.772,8107319.372,8152911.173,8110393.122,7866394.278,8519889.657,8905548.579,9456595.462,,,,,Siddhartha Bank
debenture and bond,,,,,,,227770.0,227770.0,227770.0,227770.0,227770.0,227770.0,227770.0,227770.0,227770.0,227770.0,227770.0,227770.0,227770.0,547770.0,627770.0,627770.0,627770.0,692770.0,931290.0,931290.0,931290.0,931290.0,931290.0,931290.0,1331290.0,1431290.0,1431290.0,1431290.0,1203520.0,1203520.0,1203520.0,1203520.0,1203520.0,1203520.0,1203520.0,1203520.0,1203520.0,1203520.0,1203520.0,,,,,,,,,,,,,,,,,,,,,,,,Siddhartha Bank
borrowings,,,,,,,1289026.0,2036300.0,327600.0,650000.0,1450000.0,1145000.0,345000.0,784550.0,1714550.0,1505000.0,45000.0,45000.0,70000.0,45000.0,45000.0,108900.0,103900.0,180000.0,787466.0,285347.0,161500.0,67000.0,106415.0,35000.0,12000.0,60000.0,65000.0,1867000.0,189350.0,250000.0,910000.0,660000.0,600000.0,504014.0,505714.0,1758700.0,445752.0,859894.0,972289.0,,1774541.0,,,,,,,,,,,963600.0,949600.0,975200.0,1022800.0,1022800.0,1022800.0,6179450.0,,,,,Siddhartha Bank
deposits,,,,,,,12114999.0,13605437.0,15984934.0,15805888.0,17504532.0,19430770.0,20196940.0,18907602.0,20374807.0,20471779.0,21575654.0,21429496.0,23210625.0,23491255.0,25948506.0,25287371.0,26695988.0,27223497.0,28392822.0,29158366.0,31409472.0,32470784.0,35414008.0,36462982.0,38912769.0,41834409.0,44740732.0,45070644.0,48595447.0,53336779.0,64934359.0,69998356.0,74299771.0,74707260.0,76339485.0,77238396.0,85319737.0,89844777.0,101414042.0,99907730.0,105970257.0,105221141,114537392.9,117901449.5,126020101.1,129894504.6,139172356.4,149250939.2,157518951.0,172053126.4,180438924.5,183236565.3,188525694.2,188871195.2,191156475.5,192818491.3,204731982.6,212134246.2,,,,,Siddhartha Bank
income tax liability,,,,,,,47051.0,69094.0,4904.0,32114.0,3982.0,,9394.0,38984.0,3793.0,24522.0,26590.0,29141.0,,,27471.0,5548.0,5548.0,,13648.0,13648.0,,,37997.0,42855.0,42855.0,,,67800.0,24984.0,,,,,,,,,,,,,,81873.344,76405.917,100479.843,85161.048,130430.588,442146.299,766626.535,1095014.653,897542.147,714018.399,784163.724,620208.895,243985.287,131263.036,370241.775,228896.444,,,,,Siddhartha Bank
other liabilities,,,,,,,402273.0,396297.0,231812.0,304992.0,237756.0,405457.0,260880.0,366308.0,427612.0,704447.0,353031.0,575393.0,487999.0,488240.0,610823.0,734330.0,911081.0,779695.0,871561.0,1588062.0,1633165.0,1623512.0,1239532.0,1360527.0,1267275.0,1130588.0,653946.0,1529494.0,1150827.0,1077684.0,1120443.0,2968201.0,2955649.0,2901285.0,2945744.0,2328694.0,2098624.0,2579476.0,2798820.0,3821143.0,2548291.0,2298259.544,2411961.514,2335194.63,3117519.115,3421476.394,3597901.132,3285862.926,3476006.179,4526903.396,5444130.834,4492414.378,3653561.981,3822539.539,6151830.764,5408076.854,6955363.751,5883940.245,,,,,Siddhartha Bank
total assets,,,,,,,15259251.0,17564464.0,18060979.0,18503217.0,20966456.0,22786717.0,22772378.0,22386597.0,24742444.0,25027186.0,24410615.0,24522385.0,26077989.0,26709689.0,29579199.0,29150454.0,30819121.0,31385889.0,33670547.0,34785114.0,36928824.0,38003649.0,41022909.0,42035545.0,44912070.0,48068357.0,50655110.0,53950598.0,55467234.0,60474607.0,74421344.0,81884441.0,86881198.0,87640869.0,91176838.0,93220076.0,100514119.0,106428526.0,119471262.0,119179968.0,127876645.0,135787700.8,144836238.4,160565355.5,169479015.6,179700953.7,183033448.6,198489400.4,211171481.5,230276144.0,245534086.0,242427000.9,238502778.1,247760352.3,264754378.2,259360765.0,257641200.3,274307967.4,,,,,Siddhartha Bank
loan and advancements,,,,,,,12132521.0,13471067.0,13330802.0,14785391.0,16426877.0,16840029.0,16653852.0,18907602.0,17596273.0,17980301.0,18392702.0,18096619.0,19117508.0,19774361.0,20217585.0,20876580.0,21571502.0,22210921.0,23110604.0,23483922.0,24720103.0,25318985.0,27330868.0,29019105.0,31999682.0,34973562.0,36296594.0,38122472.0,40300618.0,44664858.0,64934359.0,58937945.0,62659288.0,66260371.0,66063478.0,68896473.0,75695473.0,79880802.0,84760515.0,90672086.0,97508526.0,104552124,108165228.5,112573658.5,122331674.6,128282572.3,127458667.4,131275614.1,143305052.4,158421167.0,164578768.0,179865933.8,183602548.9,183913723.5,185168003.3,186117873.9,183591207.6,187468473.1,,,,,Siddhartha Bank
interest income,,,,,,,551550.0,882520.0,1265310.0,401127.0,859704.0,1360010.0,2018298.0,632562.0,1261990.0,1954402.0,2690295.0,680382.0,1379169.0,2065226.0,2906266.0,652411.0,1356639.0,2075421.0,2898415.0,674486.0,1438987.0,2166287.0,3056287.0,726653.0,1502485.0,2336423.0,3295250.0,872201.0,1791339.0,2790263.0,4117569.0,1293731.0,2776458.0,4512491.0,6887124.0,1986537.0,4357248.0,6864933.0,9934531.0,1259312.0,2320587.0,3293700.921,3616657.925,3822106.219,3746088.265,3974221.994,3937079.707,3750438.093,3491140.734,3704782.226,4063265.978,4500349.767,4492825.71,5419432.9,6634242.143,6870566.713,6574130.482,6893030.477,,,,,Siddhartha Bank
interest expense,,,,,,,330842.0,550561.0,813619.0,271924.0,578926.0,954965.0,1406540.0,449713.0,902482.0,1385617.0,1925801.0,538207.0,1036712.0,1533711.0,2048914.0,467947.0,883106.0,1298961.0,1742839.0,447647.0,877947.0,1285895.0,1708866.0,431011.0,869788.0,1325959.0,1859407.0,512048.0,989847.0,1450399.0,2000902.0,666508.0,1463138.0,2600591.0,3973959.0,1473357.0,2960489.0,4664411.0,6587819.0,284.0,2099.0,2156162.603,2334040.534,2373916.445,2388317.066,2548864.096,2523609.033,2396121.657,2294715.709,2294870.789,2450272.594,2743159.551,3226063.238,3652574.649,4343456.001,4727681.262,4671434.82,4822976.455,,,,,Siddhartha Bank
net interest income,,,,,,,220708.0,331959.0,451691.0,129203.0,280778.0,405045.0,611758.0,182849.0,359508.0,568785.0,764494.0,142175.0,342457.0,531515.0,857352.0,184464.0,473533.0,776460.0,1155576.0,226839.0,561040.0,880392.0,1347421.0,295642.0,632697.0,1010464.0,1435843.0,360153.0,801492.0,1339864.0,2116667.0,627223.0,1313320.0,1911900.0,2913165.0,513179.0,1396759.0,2200522.0,3346712.0,1259028.0,2318488.0,1137538.318,1282617.391,1448189.774,1357771.199,1425357.898,1413470.674,1354316.436,1196425.025,1409911.437,1612993.384,1757190.216,1266762.472,1766858.251,2290786.142,2142885.451,1902695.662,2070054.022,,,,,Siddhartha Bank
net fee and commission income,,,,,,,34797.0,55087.0,72888.0,10345.0,19485.0,30031.0,42758.0,13791.0,26035.0,41348.0,68049.0,21567.0,40985.0,64641.0,108181.0,28681.0,53769.0,81708.0,113067.0,41529.0,86024.0,122093.0,159355.0,295642.0,94011.0,139046.0,178708.0,39552.0,83415.0,130163.0,173917.0,42334.0,82640.0,129114.0,183804.0,44949.0,167918.0,267192.0,398179.0,206528.0,418723.0,239825.576,265034.204,230745.234,286924.534,216109.447,218394.137,231104.878,297519.147,374518.945,320224.983,410879.204,289745.009,294307.349,369885.604,339004.348,311899.817,393873.253,,,,,Siddhartha Bank
total operating income,,,,,,,280700.0,423366.0,569267.0,168132.0,352850.0,494888.0,717490.0,213767.0,429531.0,676384.0,933244.0,205685.0,475564.0,742615.0,1175666.0,286325.0,684959.0,1098572.0,1607380.0,392674.0,862853.0,1294550.0,1928891.0,47242.0,920153.0,1462485.0,2000433.0,520783.0,1140639.0,1849986.0,2774130.0,810286.0,1701831.0,2684034.0,3703467.0,747287.0,1948510.0,3069720.0,4579801.0,1588300.0,3022536.0,1518760.727,1698727.805,1862490.287,1821933.612,1814889.871,1774212.105,1779922.2,1889203.54,2375891.359,2623984.424,2632232.348,1789573.83,2215273.825,2734435.717,2662973.289,2375295.971,2554809.456,,,,,Siddhartha Bank
staff expenses,,,,,,,32630.0,49995.0,79421.0,19549.0,42963.0,70608.0,103681.0,29893.0,67117.0,103874.0,156394.0,37206.0,77481.0,122911.0,173884.0,43480.0,92464.0,149593.0,216526.0,56751.0,119221.0,185413.0,242447.0,70316.0,141139.0,233519.0,328131.0,87959.0,179411.0,286113.0,372850.0,110108.0,231214.0,420872.0,614000.0,170776.0,364987.0,575426.0,822799.0,345209.0,732326.0,468535.85,528261.545,524196.455,531233.688,547461.743,670006.689,512724.306,527256.035,690893.538,678321.68,731055.963,650134.277,779672.85,604994.2,691319.926,748684.253,730421.481,,,,,Siddhartha Bank
operating profit,,,,,,,172521.0,253345.0,347660.0,99770.0,202190.0,257668.0,373532.0,119069.0,219620.0,374948.0,497694.0,41235.0,146442.0,232413.0,518016.0,31247.0,191958.0,453506.0,792567.0,153436.0,372327.0,552251.0,971373.0,212799.0,478175.0,830444.0,964769.0,258837.0,606912.0,973915.0,1642446.0,355425.0,903454.0,1437692.0,2122804.0,66819.0,896232.0,1577083.0,2561628.0,760992.0,1560452.0,766172.035,1074509.668,761969.981,797541.971,476121.582,1100365.01,754330.588,655364.202,1681024.526,1185429.537,1390254.646,956910.481,735359.996,1706876.009,731428.145,969887.803,487674.949,,,,,Siddhartha Bank
non operating income expense,,,,,,,,,506.0,,,,10859.0,,,1433.0,1433.0,,,553.0,913.0,80.0,36.0,404.0,944.0,,751.0,9454.0,7477.0,25064.0,28889.0,26330.0,38168.0,1086.0,70913.0,134269.0,166490.0,163703.0,176641.0,189302.0,197444.0,127522.0,132142.0,204182.0,215276.0,5834.0,5945.0,848.757,12002.369,118.179,-36953.714,-35.938,-1703.0,84.222,338.901,34.709,151.638,-816.28,-8196.78,-20.402,868.65,87.045,1100.0,-1458.145,,,,,Siddhartha Bank
profit for the period,,,,,,,109786.0,161220.0,215602.0,63490.0,128666.0,163971.0,238242.0,75772.0,139758.0,239515.0,304641.0,26241.0,93190.0,148251.0,330456.0,18996.0,112843.0,278738.0,490488.0,101511.0,242954.0,362561.0,791467.0,151989.0,338348.0,561681.0,763762.0,179408.0,498145.0,801662.0,1244892.0,379711.0,772034.0,1138531.0,1618097.0,237809.0,813794.0,1307802.0,1905925.0,536778.0,1096478.0,536914.554,773665.221,533461.711,520626.885,325591.114,762647.097,521674.061,448002.891,1170325.158,794329.288,972614.348,651266.977,508321.411,1139750.978,505644.328,686389.416,333359.08,,,,,Siddhartha Bank
capital fund to rwa,,,,,,,10.98,10.3,10.45,11.2,10.62,10.31,11.05,12.18,11.3,11.45,11.75,10.66,10.39,11.16,11.54,11.11,10.68,11.14,12.28,12.07,11.5,11.73,12.27,11.03,11.61,11.3,11.19,10.94,11.12,10.52,11.12,11.34,11.63,11.65,13.21,12.73,12.47,12.34,12.47,12.07,13.18,12.40,12.6,14.27,12.87,11.89,13.0,14.03,13.85,13.39,13.51,13.05,12.89,12.82,13.15,12.51,12.33,12.03,,,,,Siddhartha Bank
non performing loan to total loan,,,,,,,0.61,0.49,0.45,0.46,0.43,0.59,0.53,1.0,0.95,0.78,0.62,1.8,1.79,1.97,1.52,1.9,3.1,2.46,2.31,3.06,3.52,3.14,1.69,2.74,2.47,2.3,1.8,1.72,1.41,1.16,1.41,1.59,1.5,1.71,1.15,2.01,1.5,1.31,1.05,1.4,1.64,1.36,0.75,1.28,1.55,2.24,1.56,1.32,1.91,0.88,1.16,0.54,0.37,1.12,1.03,2.15,2.87,3.95,,,,,Siddhartha Bank
total loan loss provision to npl,,,,,,,234.55,284.93,288.54,280.51,307.28,232.24,270.57,150.63,160.08,182.38,221.18,108.42,103.6,104.13,124.55,126.93,88.83,107.5,111.72,97.06,89.57,106.97,138.15,99.36,101.43,97.73,121.04,126.66,143.65,169.52,142.06,132.88,135.66,120.1,155.4,97.57,117.15,130.82,155.53,135.96,115.34,133.14,207.02,139.07,115.97,94.64,122.1,152.28,111.89,200.19,167.98,344.5,478.17,174.77,189.0,112.73,93.96,79.39,,,,,Siddhartha Bank
cost of fund,,,,,,,,,,,6.65,,7.36,8.77,8.78,8.8,9.06,9.99,9.48,9.1,8.88,6.72,6.57,6.4,6.34,5.89,5.74,5.57,5.4,4.68,4.71,4.65,4.62,4.24,4.1,3.92,3.84,3.95,4.16,4.8,5.4,7.32,7.28,7.49,7.63,7.2,7.42,7.54,7.54,7.33,7.27,7.23,6.59,6.12,5.4,5.09,4.98,5.55,6.59,7.31,7.55,8.35,8.7,8.36,,,,,Siddhartha Bank
base rate,,,,,,,,,,,,,,,,,,,,,,,10.3,10.22,10.25,9.27,9.14,9.0,8.81,7.85,8.29,7.87,7.87,7.04,7.06,6.78,6.65,6.38,6.79,7.67,10.38,10.28,10.58,11.3,11.16,10.62,10.59,10.37,10.57,10.02,10.04,9.98,9.03,8.1,7.38,6.99,7.16,7.57,8.58,9.53,9.45,10.43,10.91,10.45,,,,,Siddhartha Bank
net interest spread,,,,,,,,,,,,2.3,2.62,2.85,3.53,3.72,3.5,2.38,3.33,3.4,3.52,3.37,3.95,4.11,4.39,3.33,4.09,4.17,4.65,3.74,3.68,4.78,4.35,3.48,4.01,4.26,4.37,3.9,4.04,3.79,3.37,3.84,3.8,3.68,4.58,4.77,4.71,4.15,4.07,4.43,5.17,5.0,4.33,4.38,4.2,3.9,3.7,3.47,2.68,3.74,4.37,3.92,4.22,4.18,,,,,Siddhartha Bank
market share price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,Siddhartha Bank
return on equity,,,,,,,,,,,,13.95,14.42,14.6,13.02,14.43,13.47,6.49,8.95,9.25,14.25,3.69,9.54,15.36,18.34,15.2,17.68,16.92,24.03,18.33,19.61,20.52,20.29,17.56,23.03,23.12,19.91,20.66,18.84,15.8,14.3,9.41,13.85,14.16,14.56,15.07,16.14,15.27,20.38,13.45,14.02,8.69,18.68,12.08,10.49,25.88,17.15,17.92,12.32,9.78,20.46,8.79,12.34,5.99,,,,,Siddhartha Bank
return on total assets,,,,,,,,,,,,1.04,1.1,1.3,1.18,1.32,1.24,0.43,0.71,0.74,1.12,0.3,0.75,1.21,1.46,1.22,1.32,1.28,1.93,1.37,1.45,1.52,1.51,1.28,1.76,1.74,1.67,1.77,1.67,1.46,1.56,0.93,1.54,1.55,1.56,1.8,1.66,1.62,2.07,1.3,1.26,0.74,1.62,1.03,0.87,2.06,1.48,1.58,1.12,0.88,1.78,0.75,1.07,0.5,,,,,Siddhartha Bank
credit to deposit ratio,,,,,,,,,,,,85.53,81.21,84.88,84.17,82.44,81.82,81.02,79.37,79.12,75.4,77.7,78.04,77.26,76.53,76.46,75.4,75.28,73.34,76.25,77.83,78.35,76.71,78.84,77.5,78.18,77.55,78.3,77.92,75.09,76.71,78.36,78.33,78.1,74.23,79.47,78.77,78.91,76.85,77.36,78.41,78.77,72.85,73.49,76.81,78.01,77.42,87.75,88.6,89.75,87.21,88.1,83.3,80.41,,,,,Siddhartha Bank
debt ratio,,,,,,,8.45,11.59,1.81,3.51,6.92,5.02,1.51,3.5,6.93,6.01,0.18,0.18,0.27,0.17,0.15,0.37,0.34,0.57,2.34,0.82,0.44,0.18,0.26,0.08,0.03,0.12,0.13,3.46,0.34,0.41,1.22,0.81,0.69,0.58,0.55,1.89,0.44,0.81,0.81,,1.39,,,,,,,,,,,0.4,0.4,0.39,0.39,0.39,0.4,2.25,,,,,Siddhartha Bank
interest income to assets ratio,,,,,,,3.61,5.02,7.01,2.17,4.1,5.97,8.86,2.83,5.1,7.81,11.02,2.77,5.29,7.73,9.83,2.24,4.4,6.61,8.61,1.94,3.9,5.7,7.45,1.73,3.35,4.86,6.51,1.62,3.23,4.61,5.53,1.58,3.2,5.15,7.55,2.13,4.33,6.45,8.32,1.06,1.81,2.43,2.5,2.38,2.21,2.21,2.15,1.89,1.65,1.61,1.65,1.86,1.88,2.19,2.51,2.65,2.55,2.51,,,,,Siddhartha Bank
interest income margin,,,,,,,1.45,1.89,2.5,0.7,1.34,1.78,2.69,0.82,1.45,2.27,3.13,0.58,1.31,1.99,2.9,0.63,1.54,2.47,3.43,0.65,1.52,2.32,3.28,0.7,1.41,2.1,2.83,0.67,1.44,2.22,2.84,0.77,1.51,2.18,3.2,0.55,1.39,2.07,2.8,1.06,1.81,0.84,0.89,0.9,0.8,0.79,0.77,0.68,0.57,0.61,0.66,0.72,0.53,0.71,0.87,0.83,0.74,0.75,,,,,Siddhartha Bank
return on investment,,,,,,,0.72,0.92,1.19,0.34,0.61,0.72,1.05,0.34,0.56,0.96,1.25,0.11,0.36,0.56,1.12,0.07,0.37,0.89,1.46,0.29,0.66,0.95,1.93,0.36,0.75,1.17,1.51,0.33,0.9,1.33,1.67,0.46,0.89,1.3,1.77,0.26,0.81,1.23,1.6,0.45,0.86,0.40,0.53,0.33,0.31,0.18,0.42,0.26,0.21,0.51,0.32,0.4,0.27,0.21,0.43,0.19,0.27,0.12,,,,,Siddhartha Bank
commission to operating income,,,,,,,12.4,13.01,12.8,6.15,5.52,6.07,5.96,6.45,6.06,6.11,7.29,10.49,8.62,8.7,9.2,10.02,7.85,7.44,7.03,10.58,9.97,9.43,8.26,625.8,10.22,9.51,8.93,7.59,7.31,7.04,6.27,5.22,4.86,4.81,4.96,6.01,8.62,8.7,8.69,13.0,13.85,15.79,15.6,12.39,15.75,11.91,12.31,12.98,15.75,15.76,12.2,15.61,16.19,13.29,13.53,12.73,13.13,15.42,,,,,Siddhartha Bank
staff expense to income ratio,,,,,,,11.62,11.81,13.95,11.63,12.18,14.27,14.45,13.98,15.63,15.36,16.76,18.09,16.29,16.55,14.79,15.19,13.5,13.62,13.47,14.45,13.82,14.32,12.57,148.84,15.34,15.97,16.4,16.89,15.73,15.47,13.44,13.59,13.59,15.68,16.58,22.85,18.73,18.75,17.97,21.73,24.23,30.85,31.1,28.14,29.16,30.17,37.76,28.81,27.91,29.08,25.85,27.77,36.33,35.2,22.13,25.96,31.52,28.59,,,,,Siddhartha Bank
net profit margin,,,,,,,39.11,38.08,37.87,37.76,36.46,33.13,33.2,35.45,32.54,35.41,32.64,12.76,19.6,19.96,28.11,6.63,16.47,25.37,30.51,25.85,28.16,28.01,41.03,321.72,36.77,38.41,38.18,34.45,43.67,43.33,44.88,46.86,45.36,42.42,43.69,31.82,41.76,42.6,41.62,33.8,36.28,35.35,45.54,28.64,28.58,17.94,42.99,29.31,23.71,49.26,30.27,36.95,36.39,22.95,41.68,18.99,28.9,13.05,,,,,Siddhartha Bank
income tax portion of operating profit,,,,,,,42.86,42.86,2.27,50.58,3.09,,3.94,51.45,2.71,10.24,8.73,111.05,,,8.31,29.21,4.92,,2.78,13.44,,,4.8,28.2,12.67,,,37.79,5.02,,,,,,,,,,,,,,10.58,14.32,19.3,26.16,17.1,84.76,171.12,93.56,112.99,73.41,120.41,122.01,21.41,25.96,53.94,68.66,,,,,Siddhartha Bank
loan to deposit ratio,,,,,,,100.14,99.01,83.4,93.54,93.84,86.67,82.46,100.0,86.36,87.83,85.25,84.45,82.37,84.18,77.91,82.56,80.8,81.59,81.4,80.54,78.7,77.97,77.18,79.59,82.23,83.6,81.13,84.58,82.93,83.74,100.0,84.2,84.33,88.69,86.54,89.2,88.72,88.91,83.58,90.76,92.01,99.36,94.44,95.48,97.07,98.76,91.58,87.96,90.98,92.08,91.21,98.16,97.39,97.38,96.87,96.52,89.67,88.37,,,,,Siddhartha Bank
reserves,,,,,,,,,,,,,,,,,,145690.0,169610.0,210513.0,277678.0,188328.0,262497.0,354635.0,455391.0,548626.0,661221.0,716457.0,522510.0,617535.0,721719.0,798507.0,935658.0,548728.0,794880.0,1019097.0,2169414.0,1096387.0,1452980.0,2035151.0,2337663.0,1755301.0,2131425.0,2489443.0,3083646.0,3775586.0,4135712.0,2433633.939,2596726.528,2949338.021,2938653.839,3546975.944,3477445.569,4072528.031,3860545.499,3786198.835,3628478.89,4671240.143,4553298.319,4755060.432,5093323.294,6646607.356,7078171.014,7606935.924,,,,,Sunrise Bank
debenture and bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunrise Bank
borrowings,,,,,,,,,,,,,,,,,,39100.0,82200.0,,,,,,,,,,,,1300000.0,6321.0,,,80000.0,100000.0,,,80000.0,,,,85703.0,986920.0,523733.0,524620.0,624696.0,,,,,1213500,1202500,30000.0,32500.0,1500.0,10000.0,11500.0,5500.0,26000.0,2462580.0,115830.0,68640.0,1218480.0,,,,,Sunrise Bank
deposits,,,,,,,,,,,,,,,,,,15524374.0,16446028.0,17655939.0,18756490.0,20582722.0,22157741.0,22170577.0,23270617.0,26010545.0,25329557.0,26093309.0,26616403.0,27724468.0,29210859.0,29843111.0,33486669.0,35263661.0,37224577.0,41282795.0,51650280.0,54083006.0,57300456.0,57779907.0,60936564.0,60427816.0,63165199.0,65067969.0,67986527.0,74128689.0,74831187.0,71915609.98,75212384.16,77314600.17,81561208.42,86064387.25,89837680.31,91326441.12,92122717.9,100790520.7,105556182.8,128016262.2,128865055.3,127942188.6,131247879.3,125195265.1,131311508.5,131534577.4,,,,,Sunrise Bank
income tax liability,,,,,,,,,,,,,,,,,,,16521.0,34051.0,63980.0,19261.0,54126.0,93614.0,137358.0,39958.0,88213.0,116887.0,132006.0,40878.0,111911.0,144820.0,191493.0,50486.0,155981.0,252073.0,410538.0,108479.0,261304.0,370786.0,412041.0,89115.0,254479.0,408766.0,570495.0,,,,,106730.804,,,,95959.302,133217.516,160827.952,154562.706,199289.808,167893.97,170071.35,29977.99,8816.279,18055.458,9292.031,,,,,Sunrise Bank
